IdCaso,IdCasoRelacionado,DIAH,MESH,ANNOH,REGION,DEPTO_CASO,MUNINICIO_CASO,Modalidad,TipoArmas,PRESUNTO_REPONSABLE,DESCRIPCION_PRESUNTO_RESPONSABLE,AbandonoDespojoForzadoTierras,AmenazaIntimidacion,AtaqueContraMisionMedica,ConfinamientoRestriccionMovilidad,DesplazamientoForzado,Extorsion,LesionadosCiviles,Pillaje,Tortura,ViolenciaBasadaGenero,OtroHechoSimultaneo,NumeroVictimasCaso,Estado
289568,,3,7,1993,Montes de maria,Bolívar,Córdoba,Asalto,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,1,0,1,0,0,,,4,Publicado
289569,,13,7,1993,Altiplano cundiboyacense,Boyacá,Socha,Retención/ejecución,Arma de fuego,Agente del estado,Ejército nacional,0,0,0,0,0,0,0,0,0,,,4,Publicado
289570,,22,7,1993,Oriente antioqueño,Antioquia,Argelia,Retención/ejecución,Arma de fuego,Grupo paramilitar,Autodefensas campesinas del magdalena medio,0,1,0,0,0,0,0,0,4,,,4,Publicado
289571,,24,7,1993,Valle de aburra,Antioquia,Bello,Sicariato,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289572,,25,7,1993,Alta guajira,La guajira,Maicao,Desconocida,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289573,,1,8,1993,Uraba,Antioquia,San pedro de urabá,Sicariato,Arma de fuego,Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,4,Publicado
289574,,7,8,1993,Centro del valle,Valle del cauca,Tuluá,Retención/ejecución,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,4,Publicado
289575,,19,8,1993,Norte del cauca,Cauca,Jambaló,Retención/ejecución,Arma de fuego - material incendiario,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,4,,,4,Publicado
289576,,29,8,1993,Sur del valle,Valle del cauca,Palmira,Desconocida,Nd,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,4,Publicado
289577,Cr2017289577,5,9,1993,Sierra nevada de santa marta,La guajira,Riohacha,Asalto,Arma de fuego,Grupo paramilitar,Autodefensas de hernán giraldo,0,0,0,0,0,0,1,0,0,,,6,Publicado
289578,,5,9,1993,Valle de aburra,Antioquia,Bello,Asalto,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,5,Publicado
289579,,17,9,1993,Occidente antioqueño,Antioquia,Dabeiba,Retén,Arma de fuego,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289580,,2,10,1993,Valle de aburra,Antioquia,Medellín,Asalto,Arma de fuego,Otro,,0,0,0,0,0,0,14,0,0,,,12,Publicado
289581,,4,10,1993,Medio putumayo,Putumayo,Puerto guzmán,Desconocida,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,7,Publicado
289582,Cr009011,5,10,1993,Centro del valle,Valle del cauca,Riofrío,Falso positivo,Arma de fuego,Agente del estado,Ejército nacional,0,0,0,0,0,0,0,0,4,,,13,Publicado
289583,,6,10,1993,Valle de aburra,Antioquia,Bello,Asalto,Arma de fuego,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289584,,18,10,1993,Serrania del perija,La guajira,La jagua del pilar,Retención/ejecución,Nd,Grupo armado no identificado,No aplica,1,1,0,0,1,0,0,0,4,,,4,Publicado
289585,,26,10,1993,La mojana,Antioquia,Nechí,Reunión pública,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,1,0,,,8,Publicado
289586,,26,10,1993,La mojana,Antioquia,Nechí,Asalto,Arma de fuego,Guerrilla,No identificada,0,1,0,0,0,0,0,1,1,,,8,Publicado
289587,,31,10,1993,Sierra nevada de santa marta,Magdalena,Ciénaga,Retención/ejecución,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289588,,1,11,1993,Magdalena medio,Cesar,San alberto,Ruta,Arma de fuego,Grupo paramilitar,Otro,1,1,0,0,1,0,0,0,0,,,4,Publicado
289589,,3,11,1993,Uraba,Antioquia,Apartadó,Ataque indiscriminado,Nd,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,8,Publicado
289591,,9,11,1993,Suroeste antioqueño,Antioquia,Venecia,Retención/ejecución,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,5,,,5,Publicado
289592,,17,11,1993,Uraba,Antioquia,Turbo,Ruta,Arma de fuego,Grupo paramilitar,Otro,0,1,0,0,1,0,0,0,0,,,6,Publicado
289593,,21,11,1993,Uraba,Antioquia,Necoclí,Retén,Arma de fuego,Guerrilla,Disidencia epl,0,0,0,0,0,0,0,0,0,,,4,Publicado
289594,,22,11,1993,Uraba,Antioquia,Turbo,Ruta,Arma de fuego,Guerrilla,Coordinadora guerrillera simón bolívar,0,0,0,0,0,0,0,0,0,,,9,Publicado
289595,Cr013208,22,11,1993,Uraba,Antioquia,Apartadó,Retén,Arma de fuego,Guerrilla,Farc,0,0,0,0,0,0,0,0,4,,,5,Publicado
289597,,22,11,1993,Uraba,Antioquia,Apartadó,Retención/ejecución,Nd,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,8,Publicado
289598,Cr2017289598,24,11,1993,Uraba,Antioquia,Necoclí,Incursión,Arma corto punzante - arma de fuego,Grupo paramilitar,No identificado,0,1,0,0,0,1,0,0,0,,,5,Publicado
289599,,25,11,1993,Uraba,Antioquia,Turbo,Interceptación,Arma de fuego,Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,9,Publicado
289600,Cr2017289600,28,11,1993,Norte del cauca,Cauca,El tambo,Ruta,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,11,Publicado
289601,,6,12,1993,Uraba,Antioquia,Carepa,Retén,Arma de fuego,Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,4,Publicado
289602,,7,12,1993,Uraba,Antioquia,San pedro de urabá,Asalto,Arma de fuego - artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,21,0,0,,,5,Publicado
289603,,7,12,1993,Uraba,Antioquia,Apartadó,Asalto,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289604,,9,12,1993,Uraba,Antioquia,Turbo,Asalto,Arma de fuego,Grupo armado no dirimido,,0,0,0,0,0,0,0,0,0,,,5,Publicado
289605,,9,12,1993,Uraba,Antioquia,Turbo,Retención/ejecución,Arma de fuego,Grupo paramilitar,Otro,0,0,0,0,0,0,0,0,12,,,12,Publicado
289606,,19,12,1993,Uraba,Antioquia,Apartadó,Asalto,Nd,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,12,Publicado
289607,,26,12,1993,Florencia y area de influencia,Caquetá,Belén de los andaquíes,Ruta,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,5,Publicado
289608,,26,12,1993,Uraba,Antioquia,Apartadó,Retención/ejecución,Nd,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289609,,29,12,1993,Valle de aburra,Antioquia,Medellín,Asalto,Arma de fuego,Guerrilla,Eln,0,0,0,0,0,0,1,0,0,,,4,Publicado
289610,,30,12,1993,Sumapaz,Tolima,Cunday,Ruta,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,13,Publicado
289611,,31,12,1993,Macizo colombiano,Cauca,Popayán,Desconocida,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289612,,0,0,1994,Altiplano cundiboyacense,Boyacá,San eduardo,Desconocida,Nd,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,4,Publicado
289614,,1,1,1994,Valle de aburra,Antioquia,Bello,Ataque indiscriminado,Arma de fuego - artefacto explosivo,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,5,Publicado
289615,,3,1,1994,Sarare,Arauca,Saravena,Falso positivo,Arma de fuego,Agente del estado,Ejército nacional,0,0,0,0,0,0,0,1,1,,Escudo humano,8,Publicado
289616,,5,1,1994,Noroccidente de cundinamarca,Cundinamarca,Topaipí,Retención/ejecución,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,5,Publicado
289618,,8,1,1994,Magdalena medio,Cesar,Gamarra,Asalto,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,7,,,7,Publicado
289619,,9,1,1994,Area metropolitana de cucuta,Norte de santander,Cúcuta,Retención/ejecución,Arma de fuego,Guerrilla,No identificada,0,0,0,0,0,0,0,1,0,,,6,Publicado
289620,Cr013103,15,1,1994,Magdalena medio,Cesar,Aguachica,Asalto,Nd,Grupo paramilitar,Autodefensas campesinas del sur del cesar,0,0,0,0,0,0,0,0,0,,,7,Publicado
289621,,15,1,1994,Oriente antioqueño,Antioquia,Rionegro,Sicariato,Arma de fuego,Desconocido,No aplica,0,0,0,0,0,0,1,0,0,,,4,Publicado
289622,,17,1,1994,Magdalena medio,Cesar,San martín,Retención/ejecución,Arma de fuego,Agente del estado,Ejército nacional,0,1,0,0,0,0,0,0,0,,,4,Publicado
289624,Cr2017289624,22,1,1994,Serrania del perija,Cesar,Becerril,Asalto,Arma de fuego,Grupo armado no identificado,Presencia gao sin atribución,0,0,0,0,0,0,0,0,0,,Daño a bien,5,Publicado
289626,,3,2,1994,Norte de antioquia,Antioquia,Valdivia,Retención/ejecución,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,4,Publicado
289628,,5,2,1994,Sierra nevada de santa marta,Magdalena,Ciénaga,Asalto,Arma de fuego - artefacto explosivo,Grupo paramilitar,Autodefensas de hernán giraldo,0,1,0,0,0,0,3,0,0,,,6,Publicado
289630,,16,2,1994,Ariari guayabero,Meta,Puerto lleras,Desconocida,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,4,Publicado
289631,,19,2,1994,Oriente antioqueño,Antioquia,El santuario,Interceptación,Nd,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289633,,19,2,1994,Oriente antioqueño,Antioquia,El santuario,Interceptación,Nd,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,4,Publicado
289635,,23,2,1994,,Arauca,Sin informacion,Desconocida,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,5,Publicado
289637,,24,2,1994,Suroeste antioqueño,Antioquia,Urrao,Retención/ejecución,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,1,,,4,Publicado
289639,,3,3,1994,Centro oriente de atlantico,Atlántico,Ponedera,Asalto,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,1,,,5,Publicado
289640,,6,3,1994,Norte del valle,Valle del cauca,El cairo,Asalto,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,8,Publicado
289642,,15,3,1994,Valle de aburra,Antioquia,Medellín,Asalto,Arma de fuego,Guerrilla,Eln,0,0,0,0,0,0,0,0,0,,,7,Publicado
289643,,22,3,1994,Magdalena medio,Cesar,Gamarra,Asalto,Arma de fuego,Guerrilla,Eln,0,0,0,0,0,0,0,0,0,,,5,Publicado
289644,,22,3,1994,Magdalena medio,Cesar,Gamarra,Retención/ejecución,Arma de fuego,Grupo paramilitar,Autodefensas campesinas de córdoba y urabá (accu),0,1,0,0,0,0,0,0,0,,,5,Publicado
289646,Cr020361,27,3,1994,Norte de cordoba,Córdoba,San andrés de sotavento,Retención/ejecución,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,Daño a bien,7,Publicado
289647,,27,3,1994,Valle de aburra,Antioquia,Medellín,Sicariato,Nd,Otro,,0,0,0,0,0,0,0,0,0,,,5,Publicado
289648,,3,4,1994,Valle de aburra,Antioquia,Medellín,Desconocida,Nd,Guerrilla,Eln,0,0,0,0,0,0,0,0,0,,,5,Publicado
289649,,3,4,1994,Valle de aburra,Antioquia,Medellín,Sicariato,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,1,0,0,,,5,Publicado
289650,,3,4,1994,Valle de aburra,Antioquia,Medellín,Sicariato,Arma de fuego,Otro,,0,0,0,0,0,0,3,0,0,,,6,Publicado
289652,,16,4,1994,Uraba,Antioquia,Apartadó,Retención/ejecución,Arma de fuego,Grupo paramilitar,No identificado,0,1,0,0,0,0,0,0,0,,,5,Publicado
289653,,18,4,1994,Bajo cauca antioqueño,Antioquia,El bagre,Retención/ejecución,Nd,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,5,Publicado
289654,,1,5,1994,Macizo colombiano,Huila,San agustín,Retén,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,6,Publicado
289655,,5,5,1994,Bajo cauca antioqueño,Antioquia,Caucasia,Retención/ejecución,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,4,,,4,Publicado
289656,,13,5,1994,Sumapaz,Cundinamarca,Sibaté,Desconocida,Nd,Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,Intento de reclutamiento,6,Publicado
289657,,17,5,1994,Magdalena medio,Bolívar,Morales,Asalto,Nd,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289658,,18,5,1994,Sierra nevada de santa marta,Magdalena,Ariguaní,Asalto,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289659,,25,5,1994,Valle de aburra,Antioquia,Envigado,Desconocida,Arma de fuego,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289660,,25,5,1994,Valle de aburra,Antioquia,Envigado,Asalto,Nd,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,5,Publicado
289661,,8,6,1994,Macizo colombiano,Cauca,Timbío,Asalto,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,5,,,5,Publicado
289662,,9,6,1994,Uraba,Antioquia,Necoclí,Reunión pública,Arma de fuego,Grupo paramilitar,Otro,0,0,0,0,0,0,0,0,3,,,7,Publicado
289663,,24,6,1994,Piedemonte llanero,Meta,Villavicencio,Retención/ejecución,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,4,Publicado
289664,,13,7,1994,Norte de antioquia,Antioquia,Valdivia,Ruta,Arma de fuego,Grupo paramilitar,No identificado,0,1,0,0,0,0,0,0,0,,,5,Publicado
289665,,16,7,1994,Magdalena medio,Santander,Barrancabermeja,Desconocida,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289666,,17,7,1994,Norte del tolima,Tolima,Honda,Desconocida,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289667,Cr038002,26,7,1994,Sierra nevada de santa marta,Magdalena,Ciénaga,Asalto,Nd,Guerrilla,Eln,0,0,0,0,0,0,5,0,0,,,5,Publicado
289669,,31,7,1994,Magdalena medio,Cesar,San martín,Reunión pública,Arma de fuego,Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,6,Publicado
289670,,28,8,1994,Caguan,Caquetá,Puerto rico,Desconocida,Nd,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289671,,11,2,1993,Sierra nevada de santa marta,La guajira,San juan del cesar,Reunión pública,Arma de fuego,Guerrilla,Disidencia epl,0,0,0,0,0,0,0,0,0,,,4,Publicado
289672,,11,9,1994,Sierra nevada de santa marta,Cesar,Valledupar,Desconocida,Arma de fuego,Desconocido,No aplica,0,0,0,0,1,0,0,0,0,,,5,Publicado
289673,,16,9,1994,Eje cafetero,Quindio,Salento,Retén,Arma de fuego,Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,4,Publicado
289674,,12,9,1994,Provincia de soto,Santander,Girón,Retén,Arma corto punzante - asfixia mecánica,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,1,4,,,4,Publicado
289675,,21,9,1994,Norte de antioquia,Antioquia,Santa rosa de osos,Desconocida,Nd,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,4,Publicado
289676,,24,9,1994,Llanos orientales,Casanare,Trinidad,Asalto,Arma de fuego,Guerrilla,Eln,0,0,0,0,0,0,0,0,0,,,4,Publicado
289677,Cr2017289677,1,10,1994,Catatumbo,Norte de santander,El carmen,Retén,Arma de fuego,Grupo armado no dirimido,,1,1,0,0,1,0,0,0,0,,,4,Publicado
289678,,4,10,1994,Piedemonte llanero,Meta,Castilla la nueva,Desconocida,Nd,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,5,Publicado
289679,,5,10,1994,Valle de aburra,Antioquia,Envigado,Retención/ejecución,Arma corto punzante - asfixia mecánica,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,5,Publicado
289680,,11,10,1994,Sierra nevada de santa marta,Magdalena,Santa marta,Desconocida,Nd,Grupo paramilitar,Autodefensas de hernán giraldo,0,0,0,0,0,0,0,0,0,,,4,Publicado
289681,,20,10,1994,Valle de aburra,Antioquia,Medellín,Sicariato,Arma de fuego,Grupo paramilitar,Autodefensas campesinas del magdalena medio,0,1,0,0,0,0,0,0,0,,,4,Publicado
289682,,23,10,1994,Valle de aburra,Antioquia,Itagüí,Retención/ejecución,Arma de fuego,Agente del estado,Policía nacional,0,1,0,0,0,0,0,0,0,,,9,Publicado
289683,,28,10,1994,Valle de aburra,Antioquia,Envigado,Ataque indiscriminado,Arma de fuego,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289685,,29,10,1994,Montes de maria,Bolívar,El carmen de bolívar,Desconocida,Nd,Grupo armado no identificado,No aplica,0,0,0,0,1,0,0,0,0,,,4,Publicado
289686,,30,10,1994,Sarare,Arauca,Tame,Engaño,Arma de fuego,Guerrilla,Eln,0,0,0,0,1,0,0,0,0,,,4,Publicado
289688,,4,11,1994,Valle de aburra,Antioquia,Envigado,Desconocida,Nd,Grupo paramilitar,No identificado,0,1,0,0,0,0,0,0,0,,,4,Publicado
289689,,14,11,1994,Centro del valle,Valle del cauca,Guadalajara de buga,Asalto,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289690,,18,11,1994,Sierra nevada de santa marta,La guajira,Riohacha,Retención/ejecución,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,4,Publicado
289691,,19,11,1994,Provincia de ricaurte,Norte de santander,Cáchira,Reunión pública,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,5,Publicado
289694,,28,11,1994,Suroeste antioqueño,Antioquia,Urrao,Desconocida,Nd,Grupo paramilitar,Autodefensas campesinas de córdoba y urabá (accu),0,0,0,0,0,0,0,0,0,,,7,Publicado
289695,,29,11,1994,Alto sinu y san jorge,Córdoba,Valencia,Asalto,Arma corto punzante - arma de fuego,Grupo paramilitar,Autodefensas campesinas de córdoba y urabá (accu),1,1,0,0,1,0,0,1,4,,,4,Publicado
289696,,12,12,1994,Uraba,Antioquia,Necoclí,Ruta,Arma corto punzante - arma de fuego,Grupo paramilitar,Otro,0,0,0,0,0,0,0,0,0,,,4,Publicado
289699,Cr020414,26,12,1994,Anden pacifico sur,Valle del cauca,Buenaventura,Ruta,Arma de fuego,Grupo paramilitar,No identificado,0,1,0,0,0,0,0,0,0,,,6,Publicado
289700,,0,0,1995,Uraba,Antioquia,Turbo,Retención/ejecución,Nd,Grupo paramilitar,Autodefensas campesinas de córdoba y urabá (accu),0,0,0,0,0,0,0,0,0,,,4,Publicado
289701,,5,1,1995,Valle de aburra,Antioquia,Medellín,Ataque indiscriminado,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289702,Cr023026,7,1,1995,Uraba,Antioquia,Turbo,Ruta,Arma de fuego,Guerrilla,Disidencia epl,0,0,0,0,0,0,0,0,0,,,4,Publicado
289703,,10,1,1995,Uraba,Antioquia,Chigorodó,Desconocida,Nd,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,9,Publicado
289704,,11,1,1995,Magdalena medio,Santander,Rionegro,Falso positivo,Arma de fuego,Agente del estado,Ejército nacional,0,0,0,0,0,0,0,0,1,,,4,Publicado
289705,,12,1,1995,Uraba,Antioquia,Turbo,Asalto,Arma de fuego,Grupo paramilitar,Otro,0,0,0,0,0,0,0,0,0,,,7,Publicado
289706,,14,1,1995,Uraba,Antioquia,Necoclí,Retención/ejecución,Arma de fuego,Grupo paramilitar,Autodefensas campesinas de córdoba y urabá (accu),0,0,0,0,1,0,0,0,4,,,4,Publicado
289707,Cr2017289707,15,1,1995,Magdalena medio,Cesar,Aguachica,Retención/ejecución,Arma de fuego,Agente del estado - grupo paramilitar,,0,1,0,0,0,0,0,0,9,,,9,Publicado
289709,,25,1,1995,Sur del valle,Valle del cauca,Dagua,Sicariato,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289710,,27,1,1995,Centro del valle,Valle del cauca,Tuluá,Retención/ejecución,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,1,,,4,Publicado
289711,,28,1,1995,Area metropolitana de cucuta,Norte de santander,Cúcuta,Retención/ejecución,Arma de fuego,Guerrilla,Eln,0,0,0,0,0,0,0,0,0,,,4,Publicado
289712,,29,1,1995,Area metropolitana de cucuta,Norte de santander,Cúcuta,Desconocida,Arma de fuego,Guerrilla,Eln,0,0,0,0,0,0,0,0,0,,Intento de reclutamiento,4,Publicado
289713,,31,1,1995,Valle de aburra,Antioquia,Bello,Asalto,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,7,Publicado
289714,,31,1,1995,Valle de aburra,Antioquia,Bello,Retención/ejecución,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,7,Publicado
289715,Cr040063,2,2,1995,Eje cafetero,Caldas,Riosucio,Ruta,Arma corto punzante - arma de fuego,Guerrilla,No identificada,0,1,0,0,1,1,0,1,1,,,11,Publicado
289716,,4,2,1995,Centro de norte de santander,Norte de santander,Cucutilla,Asalto,Arma de fuego,Guerrilla,Eln,0,0,0,0,0,0,0,0,0,,,6,Publicado
289717,Cr020427,5,2,1995,Norte del tolima,Tolima,Anzoátegui,Asalto,Arma de fuego,Guerrilla,Farc,0,0,0,0,0,0,0,0,1,,,5,Publicado
289718,,17,2,1995,Magdalena medio,Cesar,Aguachica,Ruta,Arma de fuego,Grupo paramilitar,No identificado,1,0,0,0,1,0,0,0,4,,,4,Publicado
289719,,17,2,1995,Magdalena medio,Cesar,Aguachica,Ruta,Nd,Grupo paramilitar,No identificado,1,0,0,0,1,0,0,0,0,,,4,Publicado
289720,,27,2,1995,Valle de aburra,Antioquia,Medellín,Asalto,Nd,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,4,Publicado
289721,,1,3,1995,Centro del valle,Valle del cauca,Sevilla,Interceptación,Arma de fuego,Guerrilla,No identificada,1,1,0,0,1,1,0,0,0,,,5,Publicado
289722,,6,3,1995,Serrania del perija,Cesar,El paso,Asalto,Nd,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289723,Cr020437,15,3,1995,Uraba,Antioquia,Necoclí,Incursión,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,5,Publicado
289724,,15,3,1995,Uraba,Antioquia,Necoclí,Retén,Nd,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,5,Publicado
289725,,19,3,1995,Sierra nevada de santa marta,Magdalena,Ciénaga,Sicariato,Arma de fuego - otro,Grupo paramilitar,Otro,1,1,0,0,1,0,0,1,0,,,5,Publicado
289726,,19,3,1995,Sierra nevada de santa marta,Magdalena,Zona bananera,Asalto,Arma de fuego,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,5,Publicado
289727,,19,3,1995,Sierra nevada de santa marta,Magdalena,Ciénaga,Ataque indiscriminado,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,5,Publicado
289728,,22,3,1995,Magdalena medio,Cesar,Gamarra,Asalto,Arma de fuego,Grupo armado no identificado,No aplica,0,1,0,0,0,0,2,0,0,,,6,Publicado
289729,,24,3,1995,Valle de aburra,Antioquia,Medellín,Desconocida,Arma de fuego,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289730,,31,3,1995,Valle de aburra,Antioquia,Medellín,Ataque indiscriminado,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,6,Publicado
289731,,2,4,1995,Provincia de ricaurte,Norte de santander,La esperanza,Ruta,Arma de fuego,Grupo paramilitar,Autodefensas campesinas del sur del cesar,1,1,0,0,1,0,0,0,6,,,6,Publicado
289733,,5,4,1995,Uraba,Antioquia,Turbo,Atentado,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,1,0,,,4,Publicado
289734,,16,4,1995,Uraba,Antioquia,Carepa,Desconocida,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,7,Publicado
289735,,22,4,1995,Magdalena medio,Cesar,San alberto,Reunión pública,Arma de fuego,Grupo paramilitar,Autodefensas campesinas del sur del cesar,1,1,0,0,1,0,0,0,0,,Venta a bajo costo,5,Publicado
289736,,25,4,1995,Magdalena medio,Cesar,San martín,Asalto,Arma de fuego,Guerrilla,Eln,0,0,0,0,0,0,0,0,1,,,4,Publicado
289737,,25,4,1995,Magdalena medio,Cesar,San martín,Retención/ejecución,Arma de fuego,Grupo armado no dirimido,,1,0,0,0,1,0,0,0,0,,,4,Publicado
289738,,25,4,1995,Magdalena medio,Cesar,San martín,Retención/ejecución,Nd,Grupo armado no dirimido,,0,0,0,0,1,0,0,0,0,,,4,Publicado
289739,Cr2017289739,1,5,1995,Serrania del perija,Cesar,Agustín codazzi,Asalto,Arma de fuego,Guerrilla,Eln,0,1,0,1,0,0,0,0,7,,,7,Publicado
289740,,2,5,1995,Serrania del perija,Cesar,Agustín codazzi,Asalto,Nd,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,7,Publicado
289742,,9,5,1995,Sarare,Arauca,Saravena,Retención/ejecución,Arma de fuego,Guerrilla,Eln,0,0,0,0,0,0,0,0,4,Violencia física,,4,Publicado
289743,,13,5,1995,Uraba,Antioquia,Carepa,Sicariato,Arma corto punzante - arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,2,,,4,Publicado
289744,,15,5,1995,Uraba,Antioquia,Turbo,Engaño,Nd,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,7,Publicado
289745,,23,5,1995,Valle de aburra,Antioquia,Medellín,Asalto,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
289746,Cr020447,23,5,1995,Uraba,Antioquia,Arboletes,Asalto,Arma de fuego,Grupo armado no identificado,No aplica,0,1,0,0,0,0,0,1,0,,,5,Publicado
289747,Cr002159,28,5,1995,Uraba,Antioquia,Turbo,Desconocida,Nd,Grupo paramilitar,Autodefensas campesinas de córdoba y urabá (accu),0,0,0,0,0,0,0,0,0,,,4,Publicado
289748,,30,5,1995,Valle de aburra,Antioquia,Caldas,Retención/ejecución,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,5,Publicado
